Date,Home Team,Home Pitcher,Home Lineup Confirmed,Home Lineup,Away Team,Away Pitcher,Away Lineup Confirmed,Away Lineup
2025-04-15,Pittsburgh Pirates,Mitch Keller,True,"[681082, 607208, 547180, 656941, 592206, 592663, 596146, 664761, 669016, 666200, 689147, 605447, 621237, 621381]",Washington Nationals,Jake Irvin,True,"[671218, 642715, 808982, 656305, 527038, 669477, 682641, 573262, 672275, 666149, 434378, 678495, 806185, 702352]"
2025-04-15,Cincinnati Reds,Nick Lodolo,True,"[670770, 680574, 682829, 666158, 694362, 669720, 600869, 687952, 641584, 624431, 666157, 605130, 664747, 668933, 663574, 641941]",Seattle Mariners,Luis Castillo,True,"[664238, 677594, 663728, 668227, 641598, 456781, 660844, 670156, 810938, 670042, 641487, 622491, 676092, 668984, 666619, 660825]"
2025-04-15,Miami Marlins,Connor Gillispie,True,"[678246, 675659, 673357, 672820, 683734, 805367, 641943, 572191, 676070, 665155, 642136, 680732, 685126, 682171, 669060, 605182]",Arizona Diamondbacks,Merrill Kelly,True,"[671732, 667670, 691016, 669127, 668709, 609280, 805779, 570482, 691777, 605488, 686993, 687765]"
2025-04-15,Philadelphia Phillies,Jesús Luzardo,True,"[666397, 621439, 670242, 680577, 664034, 621043, 686797, 663616, 680777, 650489, 664056, 641927, 663485, 643377, 661395]",San Francisco Giants,Justin Verlander,True,"[596019, 665742, 624413, 516782, 607043, 668901, 620443, 621438, 608385, 682668, 656731, 668820, 664849]"
2025-04-15,Baltimore Orioles,Charlie Morton,True,"[665833, 668804, 663647, 665839, 669261, 502054, 624428, 643396, 680779, 656605, 621366, 693312, 641835]",Cleveland Guardians,Logan Allen,True,"[695578, 669743, 660688, 663993, 605137, 671277, 657557, 642708, 686611, 683083, 696285, 663623, 678606, 640448]"
2025-04-15,Tampa Bay Rays,Ryan Pepiot,True,"[666182, 665489, 623993, 665926, 672386, 695238, 676391, 680718, 664702, 702176, 592332, 689254, 680704, 663893, 643338]",Boston Red Sox,Walker Buehler,True,"[671739, 663586, 621566, 669221, 645277, 686948, 642201, 672284, 650559, 669397, 680885, 605507, 606160]"
2025-04-15,New York Yankees,Max Fried,True,"[669364, 660821, 676572, 670223, 669065, 672640, 665052, 689414, 688363, 687362, 666277, 669199]",Kansas City Royals,Michael Wacha,True,"[682998, 672695, 656976, 647304, 666971, 553993, 672515, 677950, 641658, 518876, 573009, 571946, 686826]"
2025-04-15,Toronto Blue Jays,Kevin Gausman,True,"[700250, 592450, 641355, 502671, 665862, 683011, 669224, 691176, 663757, 672724, 608331, 596133, 642207]",Atlanta Braves,Spencer Schwellenbach,True,"[672580, 677951, 686469, 521692, 686681, 592669, 669004, 666023, 624415, 608379, 672582, 674444, 681895]"
2025-04-15,Minnesota Twins,Bailey Ober,True,"[650490, 664040, 678554, 691406, 666018, 666624, 670224, 663968, 670764, 666163, 686752, 685801, 669438, 655889]",New York Mets,Tylor Megill,True,"[680776, 646240, 608324, 677800, 596115, 692225, 671213, 678882, 665966, 621111, 458677, 677161, 547973]"
2025-04-15,Chicago White Sox,Sean Burke,True,"[676059, 668939, 641933, 683002, 663624, 596142, 656775, 657656, 677008, 622761, 656811, 450203, 672335, 656240, 621199]",Athletics,Jeffrey Springs,True,"[680757, 608070, 467793, 700932, 666134, 657041, 672356, 682657, 666310, 677587, 671106, 623149, 676282, 671922, 661403]"
2025-04-15,Milwaukee Brewers,Quinn Priester,True,"[663457, 575929, 680977, 571448, 676475, 663609, 691023, 669357, 695336, 686780, 672279, 607200, 681517, 682610]",Detroit Tigers,Jack Flaherty,True,"[514888, 670623, 670541, 572233, 665161, 673237, 676694, 701358, 676801, 643289, 686613, 687911, 650556, 623352]"
2025-04-15,St. Louis Cardinals,Erick Fedde,True,"[694192, 668930, 661388, 592885, 656555, 686217, 669003, 687401, 686554, 682990, 657649, 682842, 683232, 681982]",Houston Astros,Hunter Brown,True,"[650402, 681481, 628451, 682985, 679529, 690993, 669234, 693307, 656716, 595879, 700242, 656427, 663947, 669724, 605154]"
2025-04-15,Texas Rangers,Tyler Mahle,True,"[660271, 605141, 518692, 669257, 624424, 571771, 669242, 571970, 621035, 681624, 689017, 676263, 489446, 681911, 472610]",Los Angeles Angels,Yusei Kikuchi,True,"[678662, 605361, 571657, 641857, 696100, 666160, 691728, 607732, 691182, 663372, 656234, 518397, 623474, 678020]"
2025-04-15,San Diego Padres,Randy Vásquez,True,"[543760, 608369, 673962, 666969, 607680, 641680, 543309, 677649, 665750, 641816, 676395, 455119, 657097, 592426]",Chicago Cubs,Shota Imanaga,True,"[621493, 650859, 545361, 624585, 518595, 694384, 677347, 666176, 641313, 579328, 672282, 696270]"
2025-04-15,Los Angeles Dodgers,Landon Knack,True,"[665487, 650333, 592518, 593428, 660757, 657757, 493329, 578428, 518792, 656582, 455117, 553869, 681190, 670970, 669093, 592094, 663158, 673513]",Colorado Rockies,Ryan Feltner,True,"[664023, 663656, 457759, 683737, 621020, 663538, 691718, 665804, 669398, 542932, 684007, 694037, 657240, 687863, 519151, 573204]"
2025-04-16,Toronto Blue Jays,Chris Bassitt,True,"[669364, 660821, 669065, 667472, 670223, 676572, 672640, 665052, 691594, 689414, 656537, 688363, 676974, 663969, 685107]",Atlanta Braves,Spencer Strider,True,"[682998, 672695, 656976, 545341, 647304, 666971, 553993, 672515, 677950, 694374, 694297, 656222, 571946, 640462, 679885]"
2025-04-16,Minnesota Twins,David Festa,True,"[666397, 621439, 664034, 663616, 680777, 686797, 650489, 681508, 621043, 680577, 664056, 701581, 543056, 686973, 643377, 661395, 663485]",New York Mets,Huascar Brazobán,True,"[596019, 665742, 624413, 608385, 607043, 682668, 621438, 683146, 663584, 620443, 623211, 663795, 676130, 592773, 621345, 621242, 657585]"
2025-04-16,Milwaukee Brewers,Jose Quintana,True,"[665487, 650333, 592518, 593428, 660757, 518792, 578428, 656582, 657757, 553869, 642180, 601713, 669093, 593974, 663158]",Detroit Tigers,Keider Montero,True,"[664023, 663656, 673548, 683737, 621020, 663538, 691718, 608348, 542932, 457759, 571510, 694037, 681432, 681799]"
2025-04-16,St. Louis Cardinals,Steven Matz,True,"[683002, 668939, 656811, 656775, 663624, 677008, 602104, 702616, 657656, 665152, 641329, 642397, 666974, 669211]",Houston Astros,Ronel Blanco,True,"[680757, 608070, 467793, 700932, 678877, 657041, 666134, 682657, 677587, 672356, 666310, 682177, 668909, 676282, 663474]"
2025-04-16,San Diego Padres,Nick Pivetta,True,"[663457, 575929, 680977, 571448, 676475, 691023, 672279, 650968, 687363, 695336, 571927, 681676, 681517, 664208, 664854]",Chicago Cubs,Matthew Boyd,True,"[514888, 665161, 670623, 572233, 673237, 663898, 676694, 701358, 676801, 669854, 701121, 595345, 605463, 656986]"
2025-04-16,Baltimore Orioles,Dean Kremer,True,"[663647, 668804, 457705, 669261, 665833, 502054, 669707, 643396, 665839, 624428, 680779, 663559, 657571, 663767]",Cleveland Guardians,Gavin Williams,True,"[669743, 695578, 660688, 663993, 605137, 642708, 686611, 671277, 683083, 680730, 605347, 674285, 669371]"
2025-04-16,Pittsburgh Pirates,Bailey Falter,True,"[668930, 694192, 592885, 661388, 686217, 656555, 641343, 669003, 687401, 686554, 681962, 500779, 682842, 681982, 657649, 656730]",Washington Nationals,Mitchell Parker,True,"[669234, 681481, 650402, 628451, 656716, 679529, 682985, 595879, 621512, 690993, 700242, 668952, 693307, 672456, 676428, 676684]"
2025-04-16,Cincinnati Reds,Nick Martinez,True,"[670770, 680574, 682829, 669720, 666158, 669289, 668715, 687952, 641584, 624431, 607259, 605130, 573124, 664139, 608718]",Seattle Mariners,Bryce Miller,True,"[677594, 593871, 641598, 663728, 668227, 670042, 642133, 664238, 810938, 641487, 682243, 663423, 700187, 672841, 642100, 662253]"
2025-04-16,Miami Marlins,Max Meyer,True,"[607208, 547180, 656941, 592206, 592663, 664761, 624641, 665019, 665561, 679032, 669016, 605400, 614179, 605452, 672578]",Arizona Diamondbacks,Brandon Pfaadt,True,"[573262, 642715, 808982, 656305, 683766, 671218, 664774, 527038, 672275, 666149, 592662, 642152, 666808, 702352]"
2025-04-16,Philadelphia Phillies,Aaron Nola,True,"[666182, 665489, 623993, 665926, 672386, 702176, 676391, 680718, 543807, 664702, 605135, 663893, 680704, 554340, 656546]",San Francisco Giants,Robbie Ray,True,"[671739, 663586, 621566, 669221, 645277, 686948, 650559, 672284, 642201, 606115, 675911, 669276, 572955, 678226]"
2025-04-16,Tampa Bay Rays,Zack Littell,True,"[650490, 678554, 666018, 691406, 666624, 676609, 643376, 663796, 664040, 663968, 670764, 641793, 664076, 669438, 679358]",Boston Red Sox,Sean Newcomb,True,"[680776, 646240, 596115, 677800, 663853, 671213, 665966, 666152, 678882, 656794, 669711, 676477, 686580]"
2025-04-16,New York Yankees,Clarke Schmidt,True,"[678246, 665155, 673357, 683734, 641943, 572191, 642136, 805367, 681460, 672820, 553882, 675659, 686563, 656457, 673929, 678024]",Kansas City Royals,Kris Bubic,True,"[671732, 667670, 691016, 669127, 668709, 609280, 649966, 570482, 691777, 674370, 519008, 600917, 621053, 695243]"
2025-04-16,Chicago White Sox,Jonathan Cannon,True,"[502671, 641355, 592450, 665862, 683011, 669224, 663757, 691176, 672724, 657376, 643410, 518585]",Athletics,Osvaldo Bido,True,"[663697, 677951, 686469, 624415, 521692, 672580, 669004, 671221, 686475, 686681, 664728, 663460, 670167, 663738, 672582]"
2025-04-16,Texas Rangers,Patrick Corbin,True,"[660271, 605141, 518692, 606192, 624424, 621035, 669242, 571970, 681624, 605131, 676272, 607455, 676508, 681911, 656945]",Los Angeles Angels,José Soriano,True,"[605361, 686668, 656248, 691728, 641857, 571657, 696100, 669911, 666160, 690924, 691182, 608566, 683409, 678821, 680767, 518397, 641755]"
2025-04-16,Los Angeles Dodgers,Bobby Miller,True,"[543760, 608369, 592626, 607680, 666969, 673962, 687957, 669394, 641680, 665750, 571578, 542888, 657097, 592426]",Colorado Rockies,Germán Márquez,True,"[621493, 650859, 545361, 624585, 518595, 694384, 677347, 666176, 621028, 681351, 641313, 667755, 656271, 690382]"
2025-04-17,Miami Marlins,Edward Cabrera,True,"[596019, 665742, 624413, 668901, 607043, 516782, 620443, 683146, 682668, 621438, 656288, 657585, 621345, 621242]",Arizona Diamondbacks,Eduardo Rodriguez,True,"[663457, 575929, 680977, 571448, 676475, 691023, 669357, 686780, 687363, 669467, 694335, 667463]"
2025-04-17,Pittsburgh Pirates,Andrew Heaney,True,"[656775, 683002, 668939, 656811, 657656, 676059, 677008, 663624, 702616, 602104, 608372, 669211, 622554, 642585]",Washington Nationals,Trevor Williams,True,"[680757, 608070, 467793, 672356, 666134, 657041, 682177, 595978, 677587, 676440, 596001, 682120, 683769]"
2025-04-17,Cincinnati Reds,Brady Singer,True,"[670770, 669289, 624431, 682829, 669720, 666158, 682622, 600869, 694362, 641584, 642851, 680574, 663903, 573124, 664139, 664747, 663574, 608718, 641941, 668933]",Seattle Mariners,Emerson Hancock,True,"[677594, 593871, 641598, 663728, 668227, 670042, 456781, 642133, 810938, 664238, 670156, 641487, 676106, 642100, 676092, 672841, 663423, 660825, 668984, 662253]"
2025-04-17,Chicago White Sox,Davis Martin,True,"[681082, 607208, 547180, 656941, 592206, 624641, 596146, 592663, 664761, 679032, 650911, 689147, 621237]",Athletics,JP Sears,True,"[682641, 642715, 671218, 656305, 669477, 666149, 573262, 527038, 669087, 808982, 683766, 663855, 669062, 643511]"
2025-04-17,Philadelphia Phillies,Cristopher Sánchez,True,"[665833, 668804, 457705, 663698, 665839, 669707, 663647, 502054, 624428, 643396, 571760, 621366, 642701]",San Francisco Giants,Jordan Hicks,True,"[669743, 695578, 642708, 663993, 686611, 671277, 696285, 656180, 683083, 592866, 608371, 678606]"
2025-04-17,Baltimore Orioles,Tomoyuki Sugano,True,"[650402, 681481, 656716, 679529, 682985, 693307, 690993, 628451, 700242, 668952, 681857, 663947, 689225, 592454]",Cleveland Guardians,Tanner Bibee,True,"[663697, 677951, 686469, 521692, 686681, 672580, 624415, 592669, 671221, 664728, 547179, 681895, 608717, 674444]"
2025-04-17,Detroit Tigers,Reese Olson,True,"[805367, 673357, 683734, 678246, 672820, 572191, 641943, 700337, 681460, 676070, 643217, 663436, 621051, 685126, 669060]",Kansas City Royals,Michael Lorenzen,True,"[671732, 805779, 691016, 667670, 668709, 664913, 640902, 691777, 680474, 676664, 668716, 519008, 669920]"
2025-04-17,Tampa Bay Rays,Taj Bradley,True,"[670224, 666624, 664040, 650490, 666018, 691406, 680700, 663968, 666163, 643376, 670764, 671737, 655889, 682254, 679358, 664126]",New York Yankees,Will Warren,True,"[502671, 700250, 592450, 641355, 683011, 665862, 672724, 641555, 691176, 663757, 665828, 701542, 642232, 657612, 641656, 642207]"
2025-04-17,New York Mets,Griffin Canning,True,"[669364, 681393, 672640, 676572, 660821, 669065, 667472, 670223, 665052, 691594, 542963, 689414, 665795, 678692, 669199, 676534]",St. Louis Cardinals,Andre Pallante,True,"[682998, 672695, 656976, 647304, 666971, 553993, 677950, 694374, 645444, 593958, 657044, 679885, 656222, 640462]"
2025-04-17,Texas Rangers,Kumar Rocker,True,"[543760, 608369, 592626, 666969, 673962, 687957, 669394, 543309, 665750, 677958, 455119, 676395]",Los Angeles Angels,Jack Kochanowicz,True,"[621493, 650859, 545361, 624585, 681351, 694384, 605204, 677347, 641313, 686799, 696270, 666171, 666120]"
2025-04-18,Chicago Cubs,Colin Rea,True,"[596019, 665742, 624413, 608385, 516782, 668901, 682668, 607043, 620443, 683146, 621438, 656849, 668820, 592773, 623211]",Arizona Diamondbacks,Corbin Burnes,True,"[687363, 663609, 663457, 575929, 571448, 680977, 691023, 695336, 686780, 672279, 571945, 667463, 681517, 668941, 664208, 681676]"
2025-04-18,Detroit Tigers,Jackson Jobe,True,"[650490, 691406, 678554, 664040, 666624, 643376, 670224, 666018, 676609, 663968, 670764, 656876, 664076, 670955, 685801]",Kansas City Royals,Cole Ragans,True,"[700250, 592450, 641355, 502671, 665862, 641555, 683011, 663757, 665828, 607074, 643410, 518585, 596133]"
2025-04-18,Pittsburgh Pirates,Carmen Mlodzinski,True,"[657077, 663586, 542303, 621566, 645277, 669221, 642201, 671739, 669397, 686948, 672284, 656413, 606115, 693821, 607481, 660853, 628452]",Cleveland Guardians,Luis L. Ortiz,True,"[666397, 621439, 664034, 663616, 664056, 621043, 680777, 686797, 807712, 680577, 663978, 686973, 543056, 643377, 663485]"
2025-04-18,Philadelphia Phillies,Zack Wheeler,True,"[664023, 663656, 673548, 683737, 621020, 663538, 691718, 608348, 660644, 669398, 457759, 542932, 607067, 573204, 641745, 657240, 696136, 687863, 681799, 519151]",Miami Marlins,Sandy Alcantara,True,"[682998, 672695, 656976, 545341, 647304, 666971, 694374, 553993, 672515, 664983, 641658, 677950, 669203, 669194, 686826, 573009]"
2025-04-18,Baltimore Orioles,Cade Povich,True,"[680776, 646240, 608324, 596115, 663853, 608701, 692225, 665966, 678882, 690928, 657514, 670174]",Cincinnati Reds,Andrew Abbott,True,"[805367, 643217, 672820, 641943, 683734, 665155, 678246, 642136, 700337, 681460, 572191, 527048, 682171, 656457, 673929, 669060]"
2025-04-18,Tampa Bay Rays,Drew Rasmussen,True,"[681082, 607208, 547180, 656941, 592206, 665019, 596146, 592663, 664761, 679032, 554430, 621383, 614179]",New York Yankees,Carlos Rodón,True,"[669364, 660821, 669065, 676572, 670223, 681393, 665052, 672640, 689414, 645261, 685107, 666277, 663969, 622786]"
2025-04-18,Toronto Blue Jays,Bowden Francis,True,"[669234, 690993, 650402, 682985, 628451, 700242, 679529, 681481, 595879, 621512, 656716, 695549, 669724, 663947, 676684, 605154, 628317, 592454]",Seattle Mariners,Bryan Woo,True,"[663697, 677951, 686469, 521692, 672580, 686681, 592669, 624415, 671221, 664728, 666142, 670167, 674444, 668674, 672582, 608717]"
2025-04-18,New York Mets,David Peterson,True,"[665833, 668804, 457705, 665839, 663698, 669261, 669707, 624428, 643396, 669387, 666214, 693312, 641835, 664875]",St. Louis Cardinals,Miles Mikolas,True,"[680757, 657041, 608070, 700932, 467793, 666134, 678877, 672356, 666310, 682657, 677587, 682847, 671922, 682120, 596001, 623149, 661403]"
2025-04-18,Boston Red Sox,Hunter Dobbins,True,"[668939, 683002, 641933, 663624, 656775, 676059, 596142, 677008, 622761, 700249, 656240, 621199, 672335]",Chicago White Sox,Martín Pérez,True,"[680574, 669289, 682829, 669720, 668715, 600869, 682622, 624431, 694362, 671096, 605130, 664747]"
2025-04-18,Atlanta Braves,Bryce Elder,True,"[666182, 665489, 623993, 665926, 543807, 680718, 664702, 672386, 695238, 676391, 702176, 670102, 689254, 643338, 554340, 656546]",Minnesota Twins,Chris Paddack,True,"[677594, 593871, 663728, 668227, 670042, 664238, 642133, 456781, 670156, 660844, 810938, 641487, 693433, 596271]"
2025-04-18,Texas Rangers,Jacob deGrom,True,"[621493, 650859, 545361, 624585, 681351, 694384, 687263, 677347, 666176, 542881, 656271, 666171, 445276]",Los Angeles Dodgers,Yoshinobu Yamamoto,True,"[671218, 642715, 808982, 656305, 527038, 573262, 672275, 666149, 664774, 657277, 678495, 642152]"
2025-04-18,Houston Astros,Ryan Gusto,True,"[668930, 694192, 592885, 661388, 686217, 641343, 656555, 687401, 669003, 702332, 642547, 683232, 682842, 681982, 663542, 656730]",San Diego Padres,Kyle Hart,True,"[671732, 667670, 691016, 669127, 668709, 805779, 609280, 570482, 691777, 669372, 682052, 686993, 600917]"
2025-04-18,Milwaukee Brewers,Freddy Peralta,True,"[514888, 670623, 670541, 572233, 665161, 673237, 663898, 676694, 701358, 676801, 687473, 595345, 687911, 650556, 623352]",Athletics,J.T. Ginn,True,"[665487, 650333, 592518, 593428, 657757, 660757, 578428, 642180, 455117, 656582, 606996, 689690, 673513]"
2025-04-18,Los Angeles Angels,Tyler Anderson,True,"[543760, 608369, 592626, 607680, 666969, 673962, 687957, 669394, 641680, 665750, 594798, 571948, 542888]",San Francisco Giants,Logan Webb,True,"[669242, 605141, 518692, 621035, 606192, 624424, 656945, 669257, 571970, 592696, 571771, 681624, 808967, 489446]"
2025-04-20,Colorado Rockies,Chase Dollander,True,"[666160, 656248, 669911, 641857, 696100, 691728, 687597, 607732, 690924, 691182, 668845, 605361, 571657, 622608, 656234, 688642, 641755]",Washington Nationals,MacKenzie Gore,True,"[695578, 660688, 663993, 605137, 702358, 671277, 686611, 677588, 696285, 669743, 683083, 695418, 621363, 671131, 674285, 605347]"
2025-04-19,Philadelphia Phillies,Taijuan Walker,True,"[681082, 607208, 547180, 656941, 592206, 596146, 592663, 664761, 679032, 592836, 621381, 672578, 605452, 605447, 621237]",Miami Marlins,Cal Quantrill,True,"[669364, 660821, 676572, 669065, 667472, 670223, 672640, 691594, 665052, 681393, 688363, 689414, 615698, 687287, 669622]"
2025-04-19,Detroit Tigers,Casey Mize,True,"[680776, 646240, 608324, 596115, 677800, 692225, 671213, 665966, 666152, 666165, 678882, 676979, 669711, 686580, 547973, 676477]",Kansas City Royals,Seth Lugo,True,"[805367, 673357, 672820, 643217, 683734, 678246, 700337, 572191, 641943, 676070, 665155, 681460, 681343, 694363, 592155, 621051, 673929, 678024]"
2025-04-19,Chicago Cubs,Ben Brown,True,"[656775, 683002, 668939, 656811, 641933, 677008, 657656, 676059, 702616, 602104, 687064, 641329, 669211, 622554, 642397, 666974, 621199, 642585]",Arizona Diamondbacks,Zac Gallen,True,"[670770, 680574, 682829, 669720, 666158, 669289, 641584, 600869, 624431, 668881, 573124, 686730]"
2025-04-19,Toronto Blue Jays,José Berríos,True,"[543760, 608369, 669701, 666969, 592626, 669394, 673962, 687957, 543309, 665750, 543135, 676395, 657097]",Seattle Mariners,Logan Gilbert,True,"[669242, 605141, 518692, 606192, 624424, 621035, 669257, 571970, 592696, 571771, 681624, 808963, 676263, 623465, 681911, 489446]"
2025-04-19,Baltimore Orioles,Brandon Young,True,"[596019, 665742, 624413, 668901, 683146, 516782, 607043, 620443, 682668, 640492, 673540, 657585, 621345, 621242]",Cincinnati Reds,Hunter Greene,True,"[663457, 575929, 680977, 571448, 676475, 695336, 669357, 650968, 687363, 663609, 672279, 669461, 667463]"
2025-04-19,Pittsburgh Pirates,Paul Skenes,True,"[681481, 679529, 656716, 682985, 693307, 690993, 628451, 700242, 595879, 668952, 663554, 669724, 676684]",Cleveland Guardians,Ben Lively,True,"[663697, 677951, 686469, 521692, 672580, 686681, 671221, 666023, 686475, 664728, 607625, 663738, 608032]"
2025-04-19,New York Mets,Kodai Senga,True,"[656248, 571657, 691182, 641857, 696100, 669911, 607732, 605361, 666160, 687597, 668845, 801403, 656234, 678821, 623474, 641755]",St. Louis Cardinals,Matthew Liberatore,True,"[695578, 669743, 660688, 663993, 605137, 671277, 686611, 677588, 696285, 683083, 669022, 608371, 621363, 678606, 640448]"
2025-04-19,Texas Rangers,Nathan Eovaldi,True,"[665833, 668804, 663647, 665839, 502054, 624428, 669707, 669261, 672744, 680779, 694973, 657571, 670280]",Los Angeles Dodgers,Roki Sasaki,True,"[680757, 666134, 672356, 608070, 700932, 467793, 666310, 682657, 682177, 657041, 677587, 594902, 671922, 682120, 683769, 661403]"
2025-04-19,Colorado Rockies,Chase Dollander,True,"[664023, 663656, 673548, 683737, 621020, 663538, 691718, 665804, 542932, 676962, 573204, 641745, 694037]",Washington Nationals,MacKenzie Gore,True,"[682998, 672695, 656976, 647304, 553993, 677950, 672515, 664983, 694374, 668678, 666661, 656420]"
2025-04-19,Boston Red Sox,Garrett Crochet,True,"[666182, 665489, 623993, 665926, 543807, 672386, 702176, 676391, 664702, 680718, 664770, 621244, 663893, 680704, 643338, 684320, 606930]",Chicago White Sox,Shane Smith,True,"[670156, 677594, 593871, 641598, 660844, 663728, 668227, 670042, 642133, 664238, 810938, 641487, 669302, 676092, 668984, 672841, 660825, 662253, 596271]"
2025-04-19,Tampa Bay Rays,Shane Baz,True,"[802415, 650490, 670764, 664040, 691406, 666624, 666018, 663968, 670224, 676609, 666163, 669358, 655889, 669438, 685801, 682254, 664126, 670955]",New York Yankees,Carlos Carrasco,True,"[700250, 622569, 641555, 592450, 669224, 502671, 665862, 683011, 663757, 691176, 641355, 665828, 471911, 641656, 643410, 596133, 642207, 672782]"
2025-04-19,Houston Astros,Hayden Wesneski,True,"[657077, 663586, 542303, 621566, 645277, 669221, 671739, 669397, 672284, 519242, 606160, 572955, 678226, 669276, 628452]",San Diego Padres,Michael King,True,"[621439, 807712, 680777, 664034, 621043, 664056, 681146, 686797, 543877, 680577, 663616, 623437, 680573, 592779, 660896]"
2025-04-19,Milwaukee Brewers,Chad Patrick,True,"[514888, 670623, 670541, 665161, 572233, 673237, 605170, 676694, 701358, 669713, 605463, 650556, 623352]",Athletics,Luis Severino,True,"[665487, 650333, 592518, 657757, 660757, 578428, 642180, 593428, 553869, 656582, 672359, 493329, 650633, 669093, 670970]"
2025-04-19,Atlanta Braves,Chris Sale,True,"[668930, 694192, 592885, 661388, 686217, 656555, 669003, 687401, 702332, 694477, 681982, 657649, 606303]",Minnesota Twins,Justin Topa,True,"[671732, 667670, 691016, 669127, 668709, 805779, 609280, 570482, 691777, 622663, 695243]"
2025-04-19,Los Angeles Angels,Kyle Hendricks,True,"[621493, 650859, 545361, 624585, 641313, 681351, 694384, 687263, 677347, 666176, 543294, 672282, 696270]",San Francisco Giants,Landen Roupp,True,"[573262, 642715, 808982, 656305, 671218, 664774, 527038, 672275, 666149, 694738, 643511, 676254]"
2025-04-20,Baltimore Orioles,Charlie Morton,True,"[668930, 681962, 694192, 592885, 686555, 661388, 656555, 686217, 687401, 606992, 702332, 701656, 641302]",Cincinnati Reds,Brent Suter,True,"[671732, 640902, 667670, 691016, 669127, 691777, 668709, 805779, 664913, 649966, 680474, 605488, 687765, 519008, 668716, 682052]"
2025-04-20,Pittsburgh Pirates,Mitch Keller,True,"[596019, 665742, 624413, 607043, 608385, 682668, 683146, 621438, 663584, 620443, 605280, 664849, 676130, 592773]",Cleveland Guardians,Logan Allen,True,"[663457, 695336, 680977, 575929, 676475, 691023, 669357, 686780, 687363, 663609, 672279, 543243, 668941, 664208, 681676]"
2025-04-20,Atlanta Braves,Grant Holmes,True,"[666182, 665489, 623993, 665926, 543807, 680718, 664702, 695238, 676391, 623168, 664770, 687922, 687606, 622253, 689254]",Minnesota Twins,Joe Ryan,True,"[664238, 677594, 663728, 668227, 641598, 456781, 642133, 670042, 810938, 660844, 622491, 676092, 642100, 663423, 668984]"
2025-04-20,Boston Red Sox,Tanner Houck,True,"[657077, 663586, 542303, 621566, 645277, 671739, 686948, 669397, 672284, 656550, 660853, 572955]",Chicago White Sox,Sean Burke,True,"[666397, 621439, 664034, 663616, 621043, 680777, 807712, 686797, 664056, 657746, 686973, 661395, 543056]"
2025-04-20,Philadelphia Phillies,Jesús Luzardo,True,"[650402, 681481, 668952, 656716, 679529, 682985, 693307, 690993, 669234, 700242, 595879, 669373, 676428, 592454, 663947]",Miami Marlins,Connor Gillispie,True,"[663697, 677951, 521692, 592192, 686475, 672580, 592669, 686469, 666023, 671221, 608379, 663738, 670167, 608032]"
2025-04-20,Toronto Blue Jays,Easton Lucas,True,"[680776, 646240, 608324, 677800, 692225, 671213, 678882, 666152, 666165, 656557, 677161, 458677, 521230, 657514]",Seattle Mariners,Luis Castillo,True,"[665155, 700337, 643217, 673357, 642136, 683734, 672820, 641943, 805367, 678246, 676070, 681460, 572191, 680732, 685126, 621051, 592155]"
2025-04-20,Detroit Tigers,Tarik Skubal,True,"[650490, 691406, 666018, 666624, 678554, 643376, 663968, 676609, 802415, 686752, 679358, 664076]",Kansas City Royals,Michael Wacha,True,"[663757, 592450, 641355, 502671, 665862, 683011, 669224, 691176, 665828, 608331, 518585]"
2025-04-20,New York Mets,Clay Holmes,True,"[656775, 683002, 668939, 656811, 663624, 676059, 702616, 602104, 657656, 450203, 547001, 672335, 622761, 596142]",St. Louis Cardinals,Sonny Gray,True,"[670770, 680574, 682829, 669289, 669720, 666158, 668715, 641584, 694362, 682622, 642851, 608718, 664139, 573124, 605130, 691094]"
2025-04-20,Tampa Bay Rays,Ryan Pepiot,True,"[663647, 668804, 457705, 669261, 663698, 680779, 672744, 665833, 669707, 665839, 502054, 624428, 643396, 656605, 664875, 666214, 663767, 642701]",New York Yankees,Max Fried,True,"[680757, 666134, 678877, 608070, 700932, 467793, 672356, 682657, 595978, 677587, 671106, 623149, 683769, 596001, 661403, 676282]"
2025-04-20,Milwaukee Brewers,Logan Henderson,True,"[681082, 607208, 547180, 656941, 592206, 596146, 664761, 679032, 670276, 665561, 666200, 689147, 621237, 621381]",Athletics,Jeffrey Springs,True,"[669364, 676572, 681393, 672640, 667472, 669065, 691594, 670223, 542963, 689414, 687362, 806188, 669622, 676534, 622786]"
2025-04-20,Chicago Cubs,Jameson Taillon,True,"[666160, 656248, 669911, 641857, 696100, 691728, 687597, 607732, 690924, 691182, 668845, 605361, 571657, 622608, 656234, 688642, 641755]",Arizona Diamondbacks,Merrill Kelly,True,"[695578, 660688, 663993, 605137, 702358, 671277, 686611, 677588, 696285, 669743, 683083, 695418, 621363, 671131, 674285, 605347]"
2025-04-20,Texas Rangers,Tyler Mahle,True,"[664023, 663656, 673548, 683737, 621020, 663538, 691718, 608348, 542932, 592791, 657240, 681799, 687863, 519151, 696136]",Los Angeles Dodgers,Tyler Glasnow,True,"[682998, 672695, 656976, 545341, 571946, 686753, 647304, 666971, 677950, 694374, 645444, 672515, 641658, 553993, 518876, 657044, 656222]"
