Date,Home Team,Home Pitcher,Home Lineup Confirmed,Home Lineup,Away Team,Away Pitcher,Away Lineup Confirmed,Away Lineup
2021-05-29,Seattle Mariners,Justin Dunn,True,"[514888, 676801, 608324, 663656, 621043, 649557, 622100, 664702, 596117, 543606, 548384, 668687, 501925, 519151, 656232, 592773, 621248]",Texas Rangers,Mike Foltynewicz,True,"[502054, 592518, 630105, 665487, 543333, 571976, 595777, 673490, 605170, 506433, 489334, 573062, 572955, 453343, 613534, 622766]"
2021-05-30,Cleveland Indians,Sam Hentges,True,"[543257, 600869, 408234, 570731, 608577, 606992, 592348, 668731, 650489, 605513, 542585, 596057, 608335, 641729]",Toronto Blue Jays,Ross Stripling,True,"[518934, 596059, 592450, 650402, 596142, 645801, 609280, 640449, 458731, 665620, 656061]"
2021-05-30,Pittsburgh Pirates,Chase De Jong,True,"[514917, 642708, 608070, 623912, 592696, 680911, 641343, 647304, 644374, 425784, 605548, 656529, 650496, 621295, 663986, 661403]",Colorado Rockies,Kyle Freeland,True,"[543760, 666182, 665489, 606192, 545341, 666971, 669289, 641505, 643376, 571927, 543022, 621593]"
2021-05-30,Washington Nationals,Max Scherzer,True,"[514888, 676801, 608324, 621043, 663656, 649557, 622100, 664702, 455117, 425844, 668687]",Milwaukee Brewers,Brandon Woodruff,True,"[502054, 595777, 571976, 665487, 543333, 673490, 672779, 593590, 622761, 605483, 605397]"
2021-05-30,Cleveland Indians,Aaron Civale,True,"[593871, 518626, 666135, 443558, 593934, 663616, 608701, 666163, 641598, 592743, 533167, 573204, 608652, 517008, 573668]",Toronto Blue Jays,Ross Stripling,True,"[593160, 467793, 643217, 521692, 609275, 658668, 642721, 641531, 502481, 641745, 622092, 605130, 518813]"
2021-05-30,Cleveland Indians,Sam Hentges,True,"[641313, 663611, 660162, 547989, 606213, 683734, 544725, 641470, 571740, 608337, 676979, 521230]",Toronto Blue Jays,Steven Matz,True,"[656775, 520471, 641820, 623993, 596748, 592859, 663527, 621466, 600474, 669211, 592644, 642121, 622253, 643316]"
2021-05-30,Tampa Bay Rays,Collin McHugh,True,"[592348, 600869, 408234, 570731, 608577, 606992, 622682, 670097, 650489, 669373, 502706, 650530, 605242]",Philadelphia Phillies,Zach Eflin,True,"[518934, 519317, 592450, 570482, 650402, 596142, 609280, 640449, 642180, 650633, 641482, 656793]"
2021-05-30,Detroit Tigers,Tarik Skubal,True,"[514917, 642708, 608070, 592696, 623912, 647304, 680911, 641343, 595978, 650644, 664208]",New York Yankees,Michael King,True,"[543760, 666182, 665489, 606192, 545341, 642133, 666971, 641505, 605412, 669289, 624512, 548389, 503569, 605447]"
2021-05-30,Houston Astros,Zack Greinke,True,"[665742, 607208, 605137, 656941, 543281, 543228, 664057, 474568, 516770, 453286, 628450, 640448, 593833, 475582, 608723]",San Diego Padres,Blake Snell,True,"[543939, 596129, 621002, 592885, 541645, 553882, 543768, 642715, 598265, 605540, 502202, 623352]"
2021-05-30,Minnesota Twins,Matt Shoemaker,True,"[624428, 621028, 593144, 668804, 607732, 570256, 643269, 570481, 664789, 608328, 607572, 605280, 592741, 594694, 605195, 657061]",Kansas City Royals,Brad Keller,True,"[606132, 602074, 641857, 453568, 658069, 571431, 663898, 624513, 607536, 656582, 642068, 641658, 608032, 543068, 453268]"
2021-05-30,Chicago White Sox,Lucas Giolito,True,"[592626, 592178, 595879, 664023, 575929, 542364, 621550, 519299, 453562, 623364, 571521, 642727, 596027, 664731, 595465]",Baltimore Orioles,Keegan Akin,True,"[553993, 608385, 592206, 663886, 571980, 571657, 571466, 663697, 641816, 607237, 608371, 673451, 672335, 622088]"
2021-05-30,Chicago Cubs,Jake Arrieta,True,"[668227, 664040, 596847, 640457, 621563, 670764, 572287, 595281, 621433, 543521, 676596, 552640, 605488, 664126, 650895]",Cincinnati Reds,Tyler Mahle,True,"[546318, 516416, 656555, 592663, 543543, 457705, 664761, 591720, 459964, 595284, 621107, 624133, 641401, 605151, 445213]"
2021-05-30,Oakland Athletics,Cole Irvin,True,"[607043, 624413, 643446, 607680, 642086, 607625, 621242, 605204, 624424, 542340, 543510, 571901, 544727, 663905, 607455, 543507, 641645]",Los Angeles Angels,Jose Quintana,True,"[592626, 645277, 518692, 663586, 621020, 628338, 501659, 607345, 669060, 445926, 501303, 592426, 656794]"
2021-05-30,Los Angeles Dodgers,Clayton Kershaw,True,"[668942, 642736, 606466, 608348, 500871, 572233, 502210, 605113, 641796, 642092, 676840, 656976]",San Francisco Giants,Kevin Gausman,True,"[572761, 666185, 502671, 641933, 624641, 602922, 668800, 657041, 547942, 643778, 663765, 642211, 658551, 669242]"
2021-05-30,Arizona Diamondbacks,Matt Peacock,True,"[621035, 571970, 607461, 681911, 641355, 666158, 405395, 656716, 669257, 605131, 477132, 523260, 624647, 457759]",St. Louis Cardinals,Kwang Hyun Kim,True,"[596103, 573262, 456781, 459429, 527038, 664774, 446334, 643289, 621453, 592200, 643565, 592332, 606424, 543105, 641793, 543063]"
2021-05-30,Seattle Mariners,Yusei Kikuchi,True,"[592192, 656305, 476704, 621566, 640461, 669221, 519048, 572039, 462101, 664913, 608344, 572143, 592135, 666200]",Texas Rangers,Hyeon-Jong Yang,True,"[594838, 670351, 660271, 543685, 501571, 665120, 435559, 621493, 642221, 664058, 500779, 660761, 518553, 594577, 628452]"
2021-06-07,Boston Red Sox,Eduardo Rodriguez,True,"[624414, 657077, 593428, 646240, 592669, 503556, 608700, 571771, 666915, 601713, 676477, 650382, 617228, 657031, 493603]",Miami Marlins,Sandy Alcantara,True,"[665862, 516782, 542583, 572816, 643265, 594807, 656371, 595751, 542932, 605507, 647315, 643256, 669622, 595928, 446321]"
2021-07-26,New York Mets,Jacob deGrom,True,"[672284, 571745, 641786, 572122, 664034, 641487, 608596, 608686, 622268, 579328, 608638, 623149, 641871]",Atlanta Braves,Max Fried,True,"[643396, 669256, 666969, 608336, 501981, 663993, 518586, 571788, 641432, 624431, 641829, 641680, 660365, 663770, 656685, 622250, 621368]"
2021-05-31,Baltimore Orioles,Jorge López,True,"[592626, 592178, 595879, 664023, 575929, 542364, 621550, 519299, 640464, 642727, 624522, 605177, 667297]",Minnesota Twins,José Berríos,True,"[502054, 592518, 630105, 665487, 543333, 571976, 595777, 605170, 663978, 572955, 657612, 622761, 622503]"
2021-05-31,New York Yankees,Jameson Taillon,True,"[656775, 641820, 663630, 623993, 596748, 621466, 663624, 592859, 642851, 642162, 520471, 605347, 491624, 656945, 643316, 592644]",Tampa Bay Rays,Rich Hill,True,"[593871, 518626, 666135, 443558, 641598, 593934, 608701, 664247, 592743, 621244, 573124, 570663]"
2021-05-31,Cincinnati Reds,Wade Miley,True,"[514917, 642708, 608070, 592696, 647304, 623912, 641343, 605548, 595978, 615698, 669459, 621295, 664208, 661403]",Philadelphia Phillies,Vince Velasquez,True,"[663611, 518735, 660162, 547989, 606213, 594809, 571875, 664901, 544725, 571740, 669424, 621114, 614179]"
2021-05-31,Milwaukee Brewers,Corbin Burnes,True,"[553993, 593140, 571980, 592206, 542960, 663697, 663886, 621011, 607468, 571466, 571657, 673451, 489119, 592622, 448281, 595981]",Detroit Tigers,Tyler Alexander,True,"[546318, 516416, 571735, 593576, 459964, 656555, 595284, 592663, 543543, 457705, 664761, 591720, 592826, 665155, 502624, 608671]"
2021-05-31,Chicago Cubs,Kohl Stewart,True,"[664774, 527038, 573262, 457763, 543105, 596103, 607374, 446334, 643289, 543063, 456781, 621453, 456501, 643565]",San Diego Padres,Chris Paddack,True,"[457708, 642221, 543685, 665120, 621493, 670351, 592222, 519326, 650671, 660271, 621532, 605164, 501571, 664058]"
2021-05-31,Cleveland Indians,Triston McKenzie,True,"[514888, 596825, 676801, 608324, 621043, 663656, 649557, 622100, 664702, 455117, 664353, 660600, 670550]",Chicago White Sox,Carlos Rodón,True,"[571771, 657077, 624414, 502110, 593428, 666915, 646240, 608700, 542454, 543877, 503556, 592669, 593958, 605155, 570488, 542882]"
2021-05-31,Cleveland Indians,Cal Quantrill,True,"[518934, 519317, 592450, 570482, 650402, 596059, 609280, 543309, 596142, 458731, 592791, 476595, 593974, 570666]",Chicago White Sox,Jimmy Lambert,True,"[664040, 668227, 596847, 640457, 650490, 670764, 572287, 595281, 622534, 448179, 608379, 664126, 657044, 656420]"
2021-05-31,San Francisco Giants,Johnny Cueto,True,"[514917, 642708, 608070, 623912, 680911, 647304, 644374, 425784, 605548, 663474, 543766, 680704, 675916]",Los Angeles Angels,Dylan Bundy,True,"[641313, 571875, 571740, 660162, 547989, 606213, 594809, 544725, 641470, 663611, 607074, 676051, 607481]"
2021-05-31,Houston Astros,José Urquidy,True,"[672284, 641786, 608686, 572122, 664034, 641487, 641584, 608422, 608596, 641924, 622268, 669302, 676684, 664948, 608638, 606160, 623354]",Boston Red Sox,Eduardo Rodriguez,True,"[592192, 621566, 476704, 664913, 572039, 669221, 462101, 605244, 519048, 656305, 640461, 643393, 621076, 500610, 489265, 518617, 433589, 642152]"
2021-05-31,Seattle Mariners,Logan Gilbert,True,"[543939, 642715, 592885, 541645, 608718, 623352, 444489, 502202, 456715, 543768, 553882, 669374, 649966, 669203, 621002, 670950, 598265]",Oakland Athletics,James Kaprielian,True,"[543257, 605612, 600869, 408234, 570731, 622682, 668731, 668670, 641302, 608577, 641729, 665621, 596057, 592348, 608335, 642397, 650489, 542585]"
2021-05-31,Atlanta Braves,Charlie Morton,True,"[660670, 518692, 645277, 663586, 621020, 501659, 519293, 661388, 628338, 450203, 592426, 501303, 621345, 455119, 542255]",Washington Nationals,Joe Ross,True,"[607208, 543281, 665742, 605137, 656941, 516770, 543228, 664057, 645302, 605452, 628450, 640448, 621348, 663432, 475582]"
2021-05-31,Kansas City Royals,Mike Minor,True,"[605141, 571970, 457759, 641355, 669257, 666158, 621035, 656716, 545333, 624647, 518858, 607461, 641360]",Pittsburgh Pirates,Chad Kuhl,True,"[669242, 666185, 502671, 571448, 425877, 641933, 624641, 642211, 656427, 664854, 650893, 572761, 657041, 594965, 676220]"
2021-05-31,Los Angeles Dodgers,Trevor Bauer,True,"[668942, 606466, 500871, 444482, 608348, 656976, 502210, 642736, 518876, 488748, 592233, 641796, 656464]",St. Louis Cardinals,Jack Flaherty,True,"[542340, 596019, 624413, 642086, 543507, 612434, 592273, 544727, 543510, 641856, 606299, 592863, 594798, 607680]"
2021-05-31,Arizona Diamondbacks,Merrill Kelly,True,"[593160, 467793, 643217, 521692, 609275, 670032, 658668, 641531, 642721, 572191, 501985, 641394, 676604, 518813]",New York Mets,Jacob deGrom,True,"[624428, 621028, 668804, 607732, 570256, 643269, 664789, 570481, 657061, 641771, 621249, 665854]"
2021-06-01,Cleveland Indians,Shane Bieber,True,"[593160, 467793, 643217, 521692, 658668, 641531, 642721, 572191, 670032, 663903, 622092, 641394, 596001, 451584]",Chicago White Sox,Dylan Cease,True,"[624428, 664789, 643269, 668804, 570256, 592325, 594694, 621028, 605421, 570481, 640444, 608717, 592741, 670280, 607572]"
2021-06-01,Baltimore Orioles,Bruce Zimmermann,True,"[514888, 621043, 608324, 670541, 493329, 663656, 676801, 664702, 455117, 677651, 548384, 592773]",Minnesota Twins,Michael Pineda,True,"[571771, 657077, 502110, 593428, 646240, 592669, 542454, 543877, 503556, 572070, 617228, 676477]"
2021-06-01,New York Yankees,Domingo Germán,True,"[518934, 596059, 592450, 570482, 645801, 519317, 642180, 650402, 596142, 609280, 458731, 640449, 593334, 593974, 642528, 643338, 547973, 476595, 570666]",Tampa Bay Rays,Tyler Glasnow,True,"[664040, 668227, 670764, 596847, 622534, 640457, 650490, 621563, 595281, 572287, 621433, 607192, 656420, 664126, 552640]"
2021-06-01,Toronto Blue Jays,Robbie Ray,True,"[514917, 642708, 608070, 644374, 592696, 647304, 623912, 641343, 605548, 595978, 669456, 543766, 675916]",Miami Marlins,Sandy Alcantara,True,"[641313, 663611, 660162, 547989, 606213, 571875, 683734, 641470, 571740, 594809, 656302, 614179, 621114, 676979]"
2021-06-01,Cincinnati Reds,Sonny Gray,True,"[575929, 592178, 519203, 595879, 664023, 621550, 592626, 518886, 642727, 543294, 572193, 519299, 605177, 542364]",Philadelphia Phillies,Aaron Nola,True,"[502054, 592518, 630105, 665487, 673490, 543333, 571976, 595777, 489334, 641941, 672779, 605170, 677960, 622761]"
2021-06-01,Atlanta Braves,Max Fried,True,"[656775, 641820, 623993, 520471, 621466, 663630, 663624, 596748, 592859, 600474, 669145, 622253, 656945, 491624, 642121]",Washington Nationals,Stephen Strasburg,True,"[664247, 518626, 443558, 641598, 666163, 663616, 666135, 593871, 593934, 553902, 592743, 501381, 608652, 573668, 517008]"
2021-06-01,Milwaukee Brewers,Eric Lauer,True,"[543760, 666182, 665489, 606192, 545341, 605412, 669289, 666971, 641505, 642133, 624512, 592662, 641835, 503569, 605447]",Detroit Tigers,Matthew Boyd,True,"[665862, 516782, 542583, 643265, 594807, 595751, 656371, 542932, 572816, 606336, 672701, 645261, 595928, 647315]"
2021-06-01,Chicago Cubs,Kyle Hendricks,True,"[543939, 642715, 592885, 541645, 444489, 553882, 621438, 669374, 649966, 641778, 670950, 621002, 605288, 642233, 543768]",San Diego Padres,Ryan Weathers,True,"[543257, 600869, 408234, 670097, 570731, 592348, 502706, 605612, 641302, 642397, 606992, 622682, 668731, 650489, 571510, 641729, 608577]"
2021-06-01,Houston Astros,Luis Garcia,True,"[660670, 518692, 645277, 663586, 621020, 501659, 661388, 628338, 608331, 650828, 622666, 458708, 542255, 554431, 594795, 467055, 656794]",Boston Red Sox,Garrett Richards,True,"[607208, 543281, 665742, 475582, 516770, 656941, 543228, 544931, 608723, 621348, 593833, 605137, 543339, 502179, 628450, 543272, 645302]"
2021-06-01,Kansas City Royals,Brady Singer,True,"[553993, 608385, 592206, 592622, 663886, 571980, 571657, 592390, 607237, 595981, 672335, 607468, 571466, 663697, 543243, 502273]",Pittsburgh Pirates,Wil Crowe,True,"[546318, 516416, 665155, 656555, 595284, 592663, 543543, 624133, 459964, 457705, 605151, 445213, 664761, 591720, 605400, 608671]"
2021-06-01,Colorado Rockies,Germán Márquez,True,"[596103, 457763, 669214, 664774, 608678, 573262, 621453, 527038, 456781, 543063, 643289, 643565, 622072, 605538, 501625, 543105, 644433]",Texas Rangers,Dane Dunning,True,"[457708, 670351, 594838, 642221, 543685, 501571, 665120, 621493, 545358, 571760, 518553, 435559, 594577, 453265, 664058]"
2021-06-01,Arizona Diamondbacks,Caleb Smith,True,"[606132, 602074, 641857, 543068, 608032, 453268, 641755, 553869, 571710, 453568, 658069, 663898, 624513, 608566, 641658]",New York Mets,Marcus Stroman,True,"[641432, 622250, 518586, 643396, 663993, 666969, 608336, 669256, 453178, 656685, 571788, 624431, 641829, 641540, 667463, 570257, 501981, 641680]"
2021-06-01,San Francisco Giants,Alex Wood,True,"[605141, 571970, 457759, 669257, 666158, 621035, 405395, 656716, 607461, 595014, 445276, 660294, 456034, 523260, 641360, 518858, 669952, 641355]",Los Angeles Angels,Andrew Heaney,True,"[669242, 666185, 502671, 571448, 425877, 641933, 624641, 602922, 621052, 607231, 572761, 606149, 642211]"
2021-06-01,Seattle Mariners,Marco Gonzales,True,"[641487, 571745, 572122, 664034, 641584, 672284, 666211, 608596, 622268, 594835, 502327, 623149, 623354, 676684, 608686]",Oakland Athletics,Chris Bassitt,True,"[592192, 640461, 476704, 621566, 669221, 656305, 572039, 462101, 643393, 605135, 666200, 518617, 489265]"
2021-06-01,Los Angeles Dodgers,David Price,True,"[668942, 606466, 500871, 444482, 608348, 656976, 502210, 519390, 605113, 592761, 641796, 573009, 664199, 572233, 465657, 592233, 642736, 622065]",St. Louis Cardinals,John Gant,True,"[542340, 596019, 624413, 642086, 621512, 641856, 606299, 592863, 543510, 543507, 573186, 607680, 544727, 571901, 621242, 592273]"
2021-06-02,Chicago Cubs,Adbert Alzolay,True,"[641487, 571745, 572122, 664034, 608596, 641924, 666211, 608686, 641584, 623167, 664948, 667498]",San Diego Padres,Dinelson Lamet,True,"[592192, 476704, 621450, 621566, 519048, 669221, 572039, 664913, 656305, 643393, 462101, 640455]"
2021-06-02,Arizona Diamondbacks,Madison Bumgarner,True,"[656775, 641820, 623993, 520471, 621466, 663630, 663624, 596748, 592859, 642851, 518774, 669330, 542888, 643316]",New York Mets,David Peterson,True,"[593871, 518626, 666135, 443558, 663616, 553902, 624503, 680777, 665482, 593934, 664247, 677976, 660896, 573204, 517008, 573668]"
2021-06-02,Baltimore Orioles,Matt Harvey,True,"[518934, 519317, 592450, 570482, 650402, 596059, 596142, 609280, 458731, 640449, 656756, 642528, 643338, 547973]",Minnesota Twins,Randy Dobnak,True,"[668227, 650490, 596847, 640457, 670712, 664040, 622534, 642336, 621563, 670764, 621433, 572287, 595281, 663556, 657044, 543521, 605488]"
2021-06-02,New York Yankees,Jordan Montgomery,True,"[543760, 666182, 665489, 606192, 545341, 605412, 666971, 642133, 624512, 641505, 666201, 606303, 641835, 663423, 605218, 621593]",Tampa Bay Rays,Shane McClanahan,True,"[665862, 516782, 542583, 643265, 572816, 594807, 656371, 595751, 672701, 641154, 669622, 542947, 542914, 571670, 554340]"
2021-06-02,Toronto Blue Jays,Alek Manoah,True,"[514888, 621043, 608324, 670541, 493329, 663656, 596825, 664702, 455117, 664285, 592773, 519151]",Miami Marlins,Pablo López,True,"[571771, 657077, 502110, 593428, 646240, 592669, 666915, 542454, 543877, 624414, 601713, 650382, 617228, 657031]"
2021-06-02,Atlanta Braves,Drew Smyly,True,"[608348, 606466, 500871, 572233, 656976, 605113, 545121, 641796, 668942, 518516, 642092, 664199, 502210, 656464, 488748, 465657, 444482]",Washington Nationals,Jon Lester,True,"[542340, 663905, 596019, 543510, 624413, 607680, 642086, 592273, 607625, 592863, 612434, 621242, 606299, 656849, 607229, 641856]"
2021-06-02,Houston Astros,Framber Valdez,True,"[660670, 518692, 645277, 663586, 621020, 501303, 628338, 607345, 501659, 621345, 455119, 622666, 592767, 592426, 650828, 467055, 661388]",Boston Red Sox,Nick Pivetta,True,"[607208, 543281, 665742, 605137, 543228, 656941, 664057, 516770, 452657, 663432, 543339, 628450, 543272, 645302]"
2021-06-02,Colorado Rockies,Antonio Senzatela,True,"[606132, 602074, 641857, 543068, 453568, 658069, 641658, 624513, 622608, 608032, 663898, 453268]",Texas Rangers,Jordan Lyles,True,"[641432, 643396, 663993, 666969, 608336, 571788, 518586, 641680, 669256, 543475, 663770, 641829, 621368]"
2021-06-02,Los Angeles Dodgers,Walker Buehler,True,"[605141, 607461, 571970, 669257, 457759, 660294, 641355, 621035, 666158, 656716, 605131, 621111, 670955, 681911]",St. Louis Cardinals,Carlos Martinez,True,"[669242, 666185, 502671, 572761, 571448, 602922, 641933, 657041, 624641, 668800, 642211, 593372, 663765, 643778, 676220, 658551]"
2021-06-02,Seattle Mariners,Chris Flexen,True,"[592626, 664023, 595879, 519203, 621550, 542364, 519299, 667297, 595465, 664731, 640470, 605361, 571521, 623364, 642727]",Oakland Athletics,Sean Manaea,True,"[502054, 571976, 592518, 630105, 543333, 595777, 673490, 572955, 657612, 622766, 613534, 605170, 672779, 593590, 659275, 622761]"
2021-06-28,Cincinnati Reds,Vladimir Gutierrez,True,"[664702, 605548, 608070, 614177, 656252, 644374, 623912, 665926, 595978, 650644, 650496, 663531, 660906]",Philadelphia Phillies,Spencer Howard,True,"[641313, 660162, 547989, 518735, 673357, 650391, 544725, 657757, 641553, 514917, 625643, 676979, 607481, 518886, 521230]"
